Fecha,Temperatura [°C],Registro de Lluvia [mm],Velocidad de Viento [Km/h],Direccion de Viento [°],Rafaga de Viento [km/h]
01-06-2019 00:00,10.38,0,7.52366,67.5,15.8319
01-06-2019 00:10,10.38,0,8.20763,45,16.4354
01-06-2019 00:20,10.41,0,9.95779,45,18.3867
01-06-2019 00:30,10.41,0,9.15312,45,20.2375
01-06-2019 00:40,10.44,0,9.77674,45,18.0045
01-06-2019 00:50,10.49,0,7.12133,45,15.7313
01-06-2019 01:00,10.51,0,8.91172,22.5,17.743
01-06-2019 01:10,10.48,0,7.64436,45,15.7514
01-06-2019 01:20,10.51,0,7.70472,45,14.3231
01-06-2019 01:30,10.53,0,7.76507,45,15.168
01-06-2019 01:40,10.51,0,4.74755,45,12.7138
01-06-2019 01:50,10.5,0,4.62685,22.5,10.0584
01-06-2019 02:00,10.54,0,4.8079,67.5,6.65864
01-06-2019 02:10,10.64,0,9.05254,0,19.2517
01-06-2019 02:20,10.68,0,8.73067,22.5,19.8552
01-06-2019 02:30,10.71,0,8.2881,22.5,19.8753
01-06-2019 02:40,10.69,0,8.67032,22.5,20.3582
01-06-2019 02:50,10.7,0,9.57557,0,24.1602
01-06-2019 03:00,10.68,0,9.41464,22.5,27.0771
01-06-2019 03:10,10.64,0,12.8144,0,24.1401
01-06-2019 03:20,10.61,0,7.24203,22.5,19.5132
01-06-2019 03:30,10.62,0,9.133,22.5,17.3608
01-06-2019 03:40,10.64,0,9.35429,0,20.6398
01-06-2019 03:50,10.67,0,9.71639,22.5,20.6599
01-06-2019 04:00,10.67,0,5.97467,0,15.5301
01-06-2019 04:10,10.68,0,5.73327,67.5,17.0791
01-06-2019 04:20,10.68,0,4.64697,67.5,7.48343
01-06-2019 04:30,10.67,0,2.91693,22.5,8.91172
01-06-2019 04:40,10.66,0,1.91109,22.5,5.51199
01-06-2019 04:50,10.67,0,2.81634,22.5,4.10382
01-06-2019 05:00,10.68,0,1.54899,22.5,4.84814
01-06-2019 05:10,10.69,0,2.07203,22.5,4.42568
01-06-2019 05:20,10.67,0,2.17261,22.5,6.03503
01-06-2019 05:30,10.62,0,3.37961,22.5,6.29654
01-06-2019 05:40,10.6,0,5.29071,22.5,12.1505
01-06-2019 05:50,10.63,0,6.69888,45,11.3861
01-06-2019 06:00,10.62,0,3.25891,67.5,7.52366
01-06-2019 06:10,10.57,0,2.39389,67.5,5.08954
01-06-2019 06:20,10.54,0,1.48864,67.5,5.45164
01-06-2019 06:30,10.51,0,4.06358,67.5,7.926
01-06-2019 06:40,10.48,0,3.74172,67.5,5.79362
01-06-2019 06:50,10.44,0,5.02919,67.5,8.46915
01-06-2019 07:00,10.41,0,4.06358,67.5,8.34845
01-06-2019 07:10,10.37,0,1.06619,67.5,3.74172
01-06-2019 07:20,10.35,0,4.42568,67.5,7.38285
01-06-2019 07:30,10.3,0,2.31343,67.5,8.08693
01-06-2019 07:40,10.24,0,0,67.5,0
01-06-2019 07:50,10.2,0,0,67.5,0
01-06-2019 08:00,10.18,0,0,67.5,0
01-06-2019 08:10,10.18,0,1.32771,67.5,8.81114
01-06-2019 08:20,10.1,0,3.8423,67.5,8.24787
01-06-2019 08:30,10.13,0,6.07526,112.5,6.07526
01-06-2019 08:40,10.22,0,5.67292,112.5,10.8027
01-06-2019 08:50,10.32,0,4.76767,112.5,8.22775
01-06-2019 09:00,10.47,0,3.64113,112.5,8.18752
01-06-2019 09:10,10.64,0,3.4802,112.5,7.24203
01-06-2019 09:20,10.79,0,2.55483,112.5,6.73911
01-06-2019 09:30,10.97,0,1.91109,112.5,4.82802
01-06-2019 09:40,11.22,0,2.21284,112.5,5.27059
01-06-2019 09:50,11.39,0,1.68981,112.5,6.01491
01-06-2019 10:00,11.61,0,1.26736,112.5,4.52627
01-06-2019 10:10,11.98,0,0.583386,112.5,2.45424
01-06-2019 10:20,12.21,0,0.482802,112.5,3.74172
01-06-2019 10:30,12.47,0,0.724203,112.5,3.52043
01-06-2019 10:40,12.68,0,1.12654,112.5,4.3251
01-06-2019 10:50,13.01,0,1.77027,112.5,4.18428
01-06-2019 11:00,13.18,0,1.81051,112.5,5.53211
01-06-2019 11:10,13.32,0,1.75016,112.5,5.41141
01-06-2019 11:20,13.77,0,0.603503,112.5,3.43996
01-06-2019 11:30,14.07,0,1.16677,112.5,7.5639
01-06-2019 11:40,13.88,0,4.26475,112.5,8.08693
01-06-2019 11:50,14.15,0,1.26736,45,4.00323
01-06-2019 12:00,14.65,0,3.56066,45,8.69044
01-06-2019 12:10,15.45,0,2.69564,45,6.37701
01-06-2019 12:20,16.44,0,4.78779,45,9.99802
01-06-2019 12:30,17.29,0,4.4458,45,10.2595
01-06-2019 12:40,18.37,0,2.49448,45,9.17324
01-06-2019 12:50,19.37,0,4.12393,45,7.62425
01-06-2019 13:00,19.34,0,3.74172,22.5,7.926
01-06-2019 13:10,19.59,0,4.58662,67.5,11.3257
01-06-2019 13:20,20.17,0,2.07203,315,11.205
01-06-2019 13:30,20.54,0,2.67553,315,6.94028
01-06-2019 13:40,20.66,0,3.86242,315,10.6418
01-06-2019 13:50,20.81,0,3.7216,22.5,10.5009
01-06-2019 14:00,20.78,0,0.382218,22.5,4.46592
01-06-2019 14:10,21.46,0,0,22.5,0
01-06-2019 14:20,21.45,0,0,67.5,0
01-06-2019 14:30,22.35,0,0,45,0
01-06-2019 14:40,21.79,0,0,45,0
01-06-2019 14:50,22.04,0,4.06358,90,6.63853
01-06-2019 15:00,22.38,0,4.62685,112.5,11.0441
01-06-2019 15:10,22.97,0,3.15833,112.5,11.2855
01-06-2019 15:20,22.9,0,4.90849,112.5,10.6216
01-06-2019 15:30,22.66,0,1.68981,112.5,5.85397
01-06-2019 15:40,22.16,0,5.37117,45,15.8319
01-06-2019 15:50,21.62,0,6.23619,67.5,13.0759
01-06-2019 16:00,21.4,0,3.74172,67.5,9.19336
01-06-2019 16:10,21.96,0,4.36533,90,10.7625
01-06-2019 16:20,22.08,0,1.70992,90,4.40557
01-06-2019 16:30,22.26,0,1.30759,90,5.53211
01-06-2019 16:40,22.72,0,0.120701,90,1.00584
01-06-2019 16:50,22.29,0,0,90,0
01-06-2019 17:00,22.16,0,0,90,0
01-06-2019 17:10,21.47,0,0,90,0
01-06-2019 17:20,21.3,0,0.0201168,90,1.10642
01-06-2019 17:30,20.73,0,3.09798,90,3.09798
01-06-2019 17:40,19.7,0,2.31343,90,5.99479
01-06-2019 17:50,17.86,0,0,90,0
01-06-2019 18:00,16.25,0,0,90,0
01-06-2019 18:10,14.88,0,0,90,0
01-06-2019 18:20,13.71,0,0,90,0
01-06-2019 18:30,12.64,0,0,90,0
01-06-2019 18:40,11.8,0,0,90,0
01-06-2019 18:50,11.29,0,0,90,0
01-06-2019 19:00,10.65,0,0,90,0
01-06-2019 19:10,10.09,0,0,90,0
01-06-2019 19:20,9.7,0,0,90,0
01-06-2019 19:30,9.35,0,0,90,0
01-06-2019 19:40,9,0,0,90,0
01-06-2019 19:50,8.81,0,0,90,0
01-06-2019 20:00,8.6,0,0,90,0
01-06-2019 20:10,8.73,0,0,90,0
01-06-2019 20:20,8.66,0,0,90,0
01-06-2019 20:30,8.43,0,0,90,0
01-06-2019 20:40,8.21,0,0,90,0
01-06-2019 20:50,8.04,0,0,90,0
01-06-2019 21:00,7.93,0,0,90,0
01-06-2019 21:10,7.8,0,0,90,0
01-06-2019 21:20,7.74,0,0,90,0
01-06-2019 21:30,7.92,0,1.87086,90,6.41724
01-06-2019 21:40,7.84,0,0,90,0
01-06-2019 21:50,7.69,0,0,90,0
01-06-2019 22:00,7.73,0,2.13238,90,2.13238
01-06-2019 22:10,7.58,0,2.73588,90,4.42568
01-06-2019 22:20,7.42,0,0.080467,90,0.764436
01-06-2019 22:30,7.45,0,0,90,0
01-06-2019 22:40,7.29,0,0,90,0
01-06-2019 22:50,7.09,0,0,90,0
01-06-2019 23:00,6.75,0,0,90,0
01-06-2019 23:10,6.68,0,0,90,0
01-06-2019 23:20,6.38,0,0,90,0
01-06-2019 23:30,5.98,0,0,90,0
01-06-2019 23:40,5.83,0,0,90,0
01-06-2019 23:50,5.7,0,0,90,0
02-06-2019 00:00,5.54,0,0,90,0
02-06-2019 00:10,5.55,0,0,90,0
02-06-2019 00:20,5.44,0,0,90,0
02-06-2019 00:30,5.48,0,0,90,0
02-06-2019 00:40,5.54,0,0,90,0
02-06-2019 00:50,5.53,0,0,90,0
02-06-2019 01:00,5.41,0,0,90,0
02-06-2019 01:10,5.28,0,0,90,0
02-06-2019 01:20,5.1,0,0,90,0
02-06-2019 01:30,4.99,0,0,90,0
02-06-2019 01:40,4.91,0,0,90,0
02-06-2019 01:50,4.87,0,0,90,0
02-06-2019 02:00,4.9,0,0,90,0
02-06-2019 02:10,4.71,0,0,90,0
02-06-2019 02:20,4.7,0,0,90,0
02-06-2019 02:30,4.74,0,0,90,0
02-06-2019 02:40,4.58,0,0,90,0
02-06-2019 02:50,4.45,0,0,90,0
02-06-2019 03:00,4.27,0,0,90,0
02-06-2019 03:10,4.33,0,0,90,0
02-06-2019 03:20,4.13,0,0,90,0
02-06-2019 03:30,4.31,0,0,90,0
02-06-2019 03:40,4.32,0,0,90,0
02-06-2019 03:50,4.19,0,0,90,0
02-06-2019 04:00,4.27,0,0,90,0
02-06-2019 04:10,4.2,0,0,90,0
02-06-2019 04:20,4.01,0,0,90,0
02-06-2019 04:30,3.93,0,0,90,0
02-06-2019 04:40,4.04,0,0,90,0
02-06-2019 04:50,4.07,0,0,90,0
02-06-2019 05:00,4.09,0,0,90,0
02-06-2019 05:10,3.79,0,0,90,0
02-06-2019 05:20,3.82,0,0,90,0
02-06-2019 05:30,3.8,0,0,90,0
02-06-2019 05:40,3.61,0,0,90,0
02-06-2019 05:50,3.7,0,0,90,0
02-06-2019 06:00,3.81,0,0,90,0
02-06-2019 06:10,3.68,0,0,90,0
02-06-2019 06:20,3.39,0,0,90,0
02-06-2019 06:30,3.44,0,0,90,0
02-06-2019 06:40,3.11,0,0,90,0
02-06-2019 06:50,3.39,0,0,90,0
02-06-2019 07:00,3.24,0,0,90,0
02-06-2019 07:10,3.11,0,0,90,0
02-06-2019 07:20,3.06,0,0,90,0
02-06-2019 07:30,2.8,0,0,90,0
02-06-2019 07:40,2.55,0,0,90,0
02-06-2019 07:50,2.72,0,0,90,0
02-06-2019 08:00,2.69,0,0,90,0
02-06-2019 08:10,2.6,0,0,90,0
02-06-2019 08:20,2.71,0,0,90,0
02-06-2019 08:30,3.03,0,0,90,0
02-06-2019 08:40,3.66,0,3.33938,90,6.92016
02-06-2019 08:50,4.52,0,0.241401,90,3.1181
02-06-2019 09:00,5.43,0,0.0402335,90,2.01167
02-06-2019 09:10,6.58,0,0,90,0
02-06-2019 09:20,6.8,0,0.523035,90,0.523035
02-06-2019 09:30,7.42,0,4.50615,22.5,10.8027
02-06-2019 09:40,8.1,0,2.47436,22.5,7.16156
02-06-2019 09:50,8.89,0,0.0603503,22.5,1.52887
02-06-2019 10:00,9.88,0,0.74432,22.5,5.39129
02-06-2019 10:10,10.61,0,5.41141,22.5,10.4607
02-06-2019 10:20,11.45,0,8.38869,0,13.6995
02-06-2019 10:30,12.47,0,6.41724,337.5,13.2771
02-06-2019 10:40,13.09,0,7.74495,0,12.0902
02-06-2019 10:50,13.64,0,6.43736,0,14.7456
02-06-2019 11:00,14.29,0,7.16156,0,13.4581
02-06-2019 11:10,15.21,0,7.18168,22.5,10.5211
02-06-2019 11:20,15.31,0,10.9033,22.5,22.9733
02-06-2019 11:30,15.56,0,10.7021,0,20.9214
02-06-2019 11:40,16.37,0,8.87149,22.5,19.8552
02-06-2019 11:50,16.99,0,9.75662,45,16.3952
02-06-2019 12:00,17.11,0,12.0701,45,21.7462
02-06-2019 12:10,17.35,0,11.1044,45,20.5191
02-06-2019 12:20,17.95,0,9.27382,22.5,18.1855
02-06-2019 12:30,18.02,0,10.0584,22.5,19.1914
02-06-2019 12:40,18.43,0,9.19336,45,19.6138
02-06-2019 12:50,18.69,0,11.7281,45,20.0765
02-06-2019 13:00,19.21,0,10.1388,45,20.4587
02-06-2019 13:10,19.25,0,10.7222,45,23.2952
02-06-2019 13:20,19.27,0,9.33417,22.5,17.6826
02-06-2019 13:30,19.95,0,9.03242,0,20.0162
02-06-2019 13:40,19.89,0,10.1992,22.5,21.9474
02-06-2019 13:50,19.41,0,11.1648,45,22.5308
02-06-2019 14:00,19.53,0,10.4406,45,19.2718
02-06-2019 14:10,18.91,0,10.1388,45,21.5652
02-06-2019 14:20,18.6,0,9.19336,67.5,20.8812
02-06-2019 14:30,18.93,0,12.1505,45,25.508
02-06-2019 14:40,18.77,0,10.863,45,22.1485
02-06-2019 14:50,19.45,0,13.1362,45,24.0395
02-06-2019 15:00,19.07,0,11.9091,45,24.0798
02-06-2019 15:10,19.85,0,11.9896,45,23.8384
02-06-2019 15:20,20.52,0,11.8689,45,25.2264
02-06-2019 15:30,20.84,0,13.3575,45,26.2322
02-06-2019 15:40,20.66,0,12.1304,45,21.8468
02-06-2019 15:50,20.84,0,9.47499,22.5,22.9331
02-06-2019 16:00,21.43,0,8.30822,45,19.1914
02-06-2019 16:10,21.32,0,10.6619,45,19.7546
02-06-2019 16:20,21,0,9.23359,45,19.0506
02-06-2019 16:30,19.58,0,9.91756,45,17.9441
02-06-2019 16:40,18.85,0,8.97207,45,15.6709
02-06-2019 16:50,18.95,0,8.58985,45,16.6366
02-06-2019 17:00,19.2,0,8.83125,45,17.6625
02-06-2019 17:10,19.5,0,7.46331,45,14.5243
02-06-2019 17:20,18.83,0,8.99219,67.5,17.1194
02-06-2019 17:30,18.45,0,8.56974,45,16.5561
02-06-2019 17:40,17.94,0,8.18752,67.5,16.3147
02-06-2019 17:50,16.93,0,7.76507,45,14.5444
02-06-2019 18:00,16.07,0,6.25631,45,14.5645
02-06-2019 18:10,15.38,0,5.65281,67.5,11.3861
02-06-2019 18:20,14.88,0,5.95456,67.5,14.3634
02-06-2019 18:30,14.34,0,5.10965,67.5,13.0155
02-06-2019 18:40,13.82,0,4.18428,67.5,10.4205
02-06-2019 18:50,13.41,0,4.28487,67.5,11.205
02-06-2019 19:00,13.09,0,5.23035,67.5,12.1505
02-06-2019 19:10,12.83,0,4.52627,67.5,9.63592
02-06-2019 19:20,12.61,0,3.98312,67.5,9.09277
02-06-2019 19:30,12.43,0,5.31082,67.5,11.3257
02-06-2019 19:40,12.27,0,4.9286,67.5,10.6216
02-06-2019 19:50,12.21,0,5.79362,67.5,11.1447
02-06-2019 20:00,12.02,0,5.53211,67.5,11.2453
02-06-2019 20:10,11.99,0,6.81958,45,13.2771
02-06-2019 20:20,11.97,0,7.82542,45,15.5502
02-06-2019 20:30,11.84,0,7.48343,45,18.4068
02-06-2019 20:40,11.97,0,7.74495,22.5,16.717
02-06-2019 20:50,12.06,0,9.95779,45,25.6086
02-06-2019 21:00,12.05,0,7.2018,22.5,15.6508
02-06-2019 21:10,11.98,0,8.48927,22.5,15.7112
02-06-2019 21:20,11.84,0,7.78518,45,18.085
02-06-2019 21:30,11.75,0,9.11289,45,22.1485
02-06-2019 21:40,11.53,0,6.79946,45,14.2628
02-06-2019 21:50,11.36,0,6.90005,45,13.4581
02-06-2019 22:00,11.09,0,5.43152,45,11.9493
02-06-2019 22:10,10.95,0,7.38285,45,14.6651
02-06-2019 22:20,10.94,0,7.64436,22.5,17.0992
02-06-2019 22:30,10.99,0,9.15312,22.5,17.5217
02-06-2019 22:40,10.82,0,6.51783,22.5,14.2628
02-06-2019 22:50,10.57,0,5.75339,22.5,11.4665
02-06-2019 23:00,10.55,0,7.60413,22.5,17.4211
02-06-2019 23:10,10.41,0,6.45748,22.5,18.1453
02-06-2019 23:20,10.17,0,4.66709,0,10.5211
02-06-2019 23:30,10.11,0,6.35689,0,14.3231
02-06-2019 23:40,9.88,0,2.27319,45,7.0811
02-06-2019 23:50,9.49,0,2.31343,45,8.79102
03-06-2019 00:00,9.15,0,2.57494,45,4.38545
03-06-2019 00:10,8.7,0,1.62946,45,4.60674
03-06-2019 00:20,8.45,0,2.77611,45,6.71899
03-06-2019 00:30,8.21,0,0.080467,45,2.45424
03-06-2019 00:40,7.92,0,0,45,0
03-06-2019 00:50,7.43,0,0,45,0
03-06-2019 01:00,6.92,0,0,45,0
03-06-2019 01:10,6.75,0,0,45,0
03-06-2019 01:20,6.58,0,0,45,0
03-06-2019 01:30,6.49,0,0,45,0
03-06-2019 01:40,6.53,0,0.764436,45,0.764436
03-06-2019 01:50,6.27,0,0,45,0
03-06-2019 02:00,6.32,0,0,45,0
03-06-2019 02:10,6.42,0,0.583386,45,0.583386
03-06-2019 02:20,6.59,0,3.21868,45,7.66448
03-06-2019 02:30,6.27,0,0.482802,45,3.31926
03-06-2019 02:40,6.12,0,1.28747,45,1.28747
03-06-2019 02:50,5.86,0,1.32771,45,5.75339
03-06-2019 03:00,5.61,0,1.66969,45,4.38545
03-06-2019 03:10,5.22,0,0.120701,45,3.27903
03-06-2019 03:20,5.1,0,0,45,0
03-06-2019 03:30,4.89,0,0,45,0
03-06-2019 03:40,4.8,0,0,45,0
03-06-2019 03:50,4.73,0,0,45,0
03-06-2019 04:00,4.64,0,0,45,0
03-06-2019 04:10,4.45,0,0,45,0
03-06-2019 04:20,4.4,0,0,45,0
03-06-2019 04:30,4.03,0,0,45,0
03-06-2019 04:40,3.95,0,0,45,0
03-06-2019 04:50,3.93,0,0.0603503,45,0.0603503
03-06-2019 05:00,3.96,0,0.502919,45,3.46008
03-06-2019 05:10,3.65,0,0,45,0
03-06-2019 05:20,3.79,0,0.985721,45,2.93705
03-06-2019 05:30,3.74,0,2.25308,45,5.08954
03-06-2019 05:40,3.69,0,2.89681,45,5.39129
03-06-2019 05:50,3.41,0,0.523035,45,3.62101
03-06-2019 06:00,3.35,0,0.261518,45,0.784553
03-06-2019 06:10,3.51,0,0.965604,45,4.24463
03-06-2019 06:20,3.47,0,1.75016,45,5.00907
03-06-2019 06:30,3.37,0,1.22712,45,4.18428
03-06-2019 06:40,3.27,0,0.86502,45,4.02335
03-06-2019 06:50,3.28,0,0.683969,45,5.63269
03-06-2019 07:00,3.13,0,1.64957,45,4.84814
03-06-2019 07:10,2.89,0,0.74432,45,3.4802
03-06-2019 07:20,2.84,0,1.54899,45,2.43413
03-06-2019 07:30,2.52,0,0.221284,45,1.85074
03-06-2019 07:40,2.58,0,0.80467,45,3.03763
03-06-2019 07:50,2.87,0,0,45,0
03-06-2019 08:00,3.12,0,0.643736,45,4.42568
03-06-2019 08:10,3.37,0,2.53471,45,2.53471
03-06-2019 08:20,3.2,0,0.120701,45,0.120701
03-06-2019 08:30,3.41,0,0,45,0
03-06-2019 08:40,4.25,0,0,45,0
03-06-2019 08:50,5.26,0,0,45,0
03-06-2019 09:00,5.91,0,0.563269,45,5.02919
03-06-2019 09:10,6.49,0,2.11226,45,8.0467
03-06-2019 09:20,7.07,0,0.965604,45,5.33094
03-06-2019 09:30,7.76,0,0.523035,45,2.85658
03-06-2019 09:40,8.66,0,0.623619,45,4.12393
03-06-2019 09:50,9.66,0,1.48864,45,6.23619
03-06-2019 10:00,10.85,0,0,45,0
03-06-2019 10:10,12.13,0,0,45,0
03-06-2019 10:20,12.86,0,0,45,0
03-06-2019 10:30,13.63,0,0,45,0
03-06-2019 10:40,14.95,0,0,45,0
03-06-2019 10:50,16.07,0,0,45,0
03-06-2019 11:00,17.17,0,0,45,0
03-06-2019 11:10,18.01,0,0,45,0
03-06-2019 11:20,18.29,0,0,45,0
03-06-2019 11:30,18.62,0,0,45,0
03-06-2019 11:40,18.74,0,2.55483,45,8.44903
03-06-2019 11:50,19.11,0,5.33094,45,11.366
03-06-2019 12:00,19.26,0,6.19596,112.5,12.0499
03-06-2019 12:10,19.63,0,4.02335,90,7.88577
03-06-2019 12:20,20.23,0,3.50031,90,11.6275
03-06-2019 12:30,20.68,0,5.39129,90,11.7079
03-06-2019 12:40,21.45,0,4.98895,90,9.85721
03-06-2019 12:50,21.64,0,6.53794,67.5,13.4179
03-06-2019 13:00,21.53,0,5.99479,22.5,12.9753
03-06-2019 13:10,22.09,0,5.69304,22.5,12.2109
03-06-2019 13:20,21.95,0,8.30822,67.5,18.3867
03-06-2019 13:30,21.9,0,7.5639,45,15.9928
03-06-2019 13:40,22.36,0,6.92016,67.5,15.1077
03-06-2019 13:50,22.45,0,8.38869,45,16.2745
03-06-2019 14:00,22.92,0,6.65864,0,13.1765
03-06-2019 14:10,22.95,0,8.12717,45,17.2401
03-06-2019 14:20,23.28,0,8.08693,45,15.6709
03-06-2019 14:30,23,0,10.7222,45,20.5794
03-06-2019 14:40,22.81,0,11.0843,67.5,21.3036
03-06-2019 14:50,22.64,0,10.159,45,20.5191
03-06-2019 15:00,22.71,0,9.85721,45,20.4587
03-06-2019 15:10,22.95,0,9.71639,45,19.9759
03-06-2019 15:20,22.91,0,9.39452,45,21.4646
03-06-2019 15:30,22.74,0,9.41464,22.5,20.3179
03-06-2019 15:40,22.4,0,11.024,22.5,22.5509
03-06-2019 15:50,22.48,0,9.97791,45,26.6748
03-06-2019 16:00,22.56,0,10.5211,45,21.6456
03-06-2019 16:10,22.47,0,11.4464,67.5,20.7001
03-06-2019 16:20,22.21,0,13.5185,45,25.9707
03-06-2019 16:30,22.03,0,11.8085,45,25.2063
03-06-2019 16:40,21.85,0,11.6677,45,22.913
03-06-2019 16:50,21.65,0,11.8488,45,26.9564
03-06-2019 17:00,21.3,0,12.1103,45,24.2407
03-06-2019 17:10,20.65,0,12.412,45,30.678
03-06-2019 17:20,20.21,0,11.3056,45,24.2407
03-06-2019 17:30,19.59,0,13.5185,45,27.1375
03-06-2019 17:40,18.78,0,9.51522,45,20.8812
03-06-2019 17:50,17.66,0,10.863,45,24.9247
03-06-2019 18:00,16.94,0,10.7826,45,24.4016
03-06-2019 18:10,16.41,0,11.9292,45,25.8098
03-06-2019 18:20,15.98,0,11.1044,45,27.0168
03-06-2019 18:30,15.53,0,9.61581,45,19.3523
03-06-2019 18:40,15.17,0,9.91756,67.5,17.4815
03-06-2019 18:50,14.89,0,9.97791,45,23.8182
03-06-2019 19:00,14.66,0,11.0441,45,25.1057
03-06-2019 19:10,14.45,0,11.0039,45,22.5911
03-06-2019 19:20,14.19,0,11.1246,45,27.1978
03-06-2019 19:30,14.04,0,11.5671,45,26.5139
03-06-2019 19:40,13.84,0,13.2167,45,31.1407
03-06-2019 19:50,13.65,0,11.7281,45,24.301
03-06-2019 20:00,13.46,0,11.3056,22.5,21.887
03-06-2019 20:10,13.3,0,11.8286,45,24.9247
03-06-2019 20:20,13.12,0,10.9837,22.5,24.1401
03-06-2019 20:30,12.94,0,9.21347,22.5,22.5106
03-06-2019 20:40,12.85,0,10.5009,45,24.4419
03-06-2019 20:50,12.73,0,10.7021,45,24.4016
03-06-2019 21:00,12.53,0,8.30822,45,25.4477
03-06-2019 21:10,12.38,0,9.25371,22.5,20.3783
03-06-2019 21:20,12.2,0,7.74495,45,21.5048
03-06-2019 21:30,12.08,0,8.1674,22.5,19.473
03-06-2019 21:40,12.01,0,8.0467,22.5,19.292
03-06-2019 21:50,12.05,0,9.07265,45,20.8812
03-06-2019 22:00,12,0,8.6502,45,22.4101
03-06-2019 22:10,11.94,0,8.85137,45,18.3465
03-06-2019 22:20,11.82,0,8.08693,22.5,17.1194
03-06-2019 22:30,11.88,0,8.06682,45,22.3698
03-06-2019 22:40,12.2,0,12.0499,22.5,29.5314
03-06-2019 22:50,12.38,0,10.3601,22.5,22.6515
03-06-2019 23:00,12.36,0,8.71055,0,20.3984
03-06-2019 23:10,12.35,0,8.91172,22.5,15.2485
03-06-2019 23:20,12.34,0,9.0123,0,21.1025
03-06-2019 23:30,12.41,0,11.6878,0,28.0427
03-06-2019 23:40,12.29,0,9.35429,0,18.608
03-06-2019 23:50,12.18,0,8.50939,0,19.292
04-06-2019 00:00,12.4,0,12.8948,22.5,28.5054
04-06-2019 00:10,12.43,0,10.7423,22.5,25.508
04-06-2019 00:20,12.58,0,11.3257,0,23.3153
04-06-2019 00:30,12.76,0,11.9292,0,26.5742
04-06-2019 00:40,12.78,0,9.67616,22.5,23.5969
04-06-2019 00:50,12.84,0,12.2109,0,26.876
04-06-2019 01:00,12.8,0,10.1992,22.5,27.4191
04-06-2019 01:10,12.71,0,10.5613,22.5,25.9305
04-06-2019 01:20,12.55,0,10.1388,22.5,24.5626
04-06-2019 01:30,12.66,0,13.2972,0,33.4944
04-06-2019 01:40,12.7,0,13.9208,0,34.3594
04-06-2019 01:50,12.48,0,9.77674,0,20.8812
04-06-2019 02:00,12.43,0,12.412,0,28.7468
04-06-2019 02:10,12.37,0,11.547,0,23.0739
04-06-2019 02:20,12.28,0,10.9636,0,35.5463
04-06-2019 02:30,12.05,0,8.73067,337.5,16.4555
04-06-2019 02:40,11.89,0,9.19336,337.5,22.4905
04-06-2019 02:50,11.51,0,5.97467,337.5,14.4036
04-06-2019 03:00,11.12,0,6.11549,315,14.4639
04-06-2019 03:10,10.87,0,7.36273,0,14.4036
04-06-2019 03:20,10.62,0,4.52627,0,10.0986
04-06-2019 03:30,10.36,0,5.0493,337.5,12.8345
04-06-2019 03:40,10.12,0,4.64697,337.5,11.9091
04-06-2019 03:50,10.18,0,7.0811,0,14.3835
04-06-2019 04:00,10.38,0,6.55806,337.5,15.8319
04-06-2019 04:10,10.55,0,7.38285,0,14.4036
04-06-2019 04:20,10.53,0,4.48604,337.5,14.0214
04-06-2019 04:30,10.38,0,5.14989,337.5,13.0357
04-06-2019 04:40,10.2,0,5.23035,0,11.1447
04-06-2019 04:50,10.29,0,7.94612,337.5,17.3004
04-06-2019 05:00,10.34,0,6.21608,337.5,14.2427
04-06-2019 05:10,10.11,0,5.19012,0,10.9033
04-06-2019 05:20,9.84,0,5.12977,0,10.4607
04-06-2019 05:30,9.57,0,4.12393,337.5,9.65604
04-06-2019 05:40,9.36,0,4.10382,337.5,11.1044
04-06-2019 05:50,9.3,0,4.82802,337.5,8.5295
04-06-2019 06:00,9.15,0,3.80207,337.5,7.54378
04-06-2019 06:10,9.25,0,5.0493,337.5,11.5068
04-06-2019 06:20,9.27,0,4.8079,337.5,10.6216
04-06-2019 06:30,9.43,0,4.82802,337.5,12.8345
04-06-2019 06:40,9.63,0,6.94028,337.5,14.645
04-06-2019 06:50,9.95,0,8.46915,337.5,16.6366
04-06-2019 07:00,10.1,0,8.93184,0,15.1077
04-06-2019 07:10,10.14,0,7.76507,0,15.5301
04-06-2019 07:20,10.18,0,8.36857,0,16.033
04-06-2019 07:30,10.27,0,7.88577,0,16.7371
04-06-2019 07:40,10.38,0,8.85137,0,18.6482
04-06-2019 07:50,10.51,0,10.0181,0,18.4471
04-06-2019 08:00,10.45,0,8.6502,0,15.4497
04-06-2019 08:10,10.1,0,5.71316,0,12.7741
04-06-2019 08:20,9.97,0,7.24203,0,20.8611
04-06-2019 08:30,9.96,0,6.63853,0,14.7053
04-06-2019 08:40,10.46,0,5.57234,337.5,11.5068
04-06-2019 08:50,10.88,0,4.70732,337.5,10.2394
04-06-2019 09:00,11.38,0,5.69304,337.5,10.9636
04-06-2019 09:10,11.33,0,6.51783,337.5,13.2167
04-06-2019 09:20,11.79,0,6.57818,22.5,13.5386
04-06-2019 09:30,12.2,0,5.43152,337.5,5.43152
04-06-2019 09:40,12.77,0,7.48343,337.5,15.3088
04-06-2019 09:50,13.21,0,9.15312,0,16.033
04-06-2019 10:00,13.77,0,8.71055,0,16.1739
04-06-2019 10:10,14.51,0,8.91172,0,20.7001
04-06-2019 10:20,15.1,0,13.2972,22.5,29.8935
04-06-2019 10:30,15.81,0,11.1849,22.5,26.6145
04-06-2019 10:40,16.43,0,12.8747,45,26.534
