Fecha,Temperatura [°C],Registro de Lluvia [mm],Velocidad de Viento [Km/h],Rafaga de Viento [km/h],Temperatura de suelo [°C]
12-12-2019 23:40,13.1501037724332,0,2.313432,3.6813744,21.7
12-12-2019 23:50,13.2004639238188,0,2.4743664,0,21.7
13-12-2019 00:00,13.2608961054816,0,1.4282928,4.6469808,21.6
13-12-2019 00:10,13.0292394091076,0,0.2615184,0,21.6
13-12-2019 00:20,12.8781589549506,0,0.7443216,0,21.5
13-12-2019 00:30,12.606214137468,0,2.1927312,4.4659296,21.5
13-12-2019 00:40,12.535709925528,0,0.0201168,0,21.4
13-12-2019 00:50,12.4148455622024,0,0.5230368,2.816352,21.4
13-12-2019 01:00,12.3947015016482,0,0.7845552,2.4944832,21.3
13-12-2019 01:10,12.3141252594311,0,0.1609344,3.2991552,21.3
13-12-2019 01:20,12.233549017214,0,0.0402336,1.5892272,21.2
13-12-2019 01:30,12.0623245025028,0,0.301752,2.3536656,21.2
13-12-2019 01:40,11.9112440483457,0,0.2212848,0,21.1
13-12-2019 01:50,11.8004517152973,0,0.0603504,1.1265408,21.1
13-12-2019 02:00,11.6392992308631,0,0.3822192,3.8624256,21
13-12-2019 02:10,11.6090831400317,0,2.9772864,5.0895504,21
13-12-2019 02:20,11.5687950189232,0,1.1667744,1.0661904,20.9
13-12-2019 02:30,11.5889390794775,0,0.0201168,0,20.9
13-12-2019 02:40,11.5486509583689,0,0.0201168,0.2212848,20.8
13-12-2019 02:50,11.4580026858747,0,0.5632704,0.6638544,20.8
13-12-2019 03:00,11.3774264436577,0,1.408176,1.9714464,20.7
13-12-2019 03:10,11.2565620803321,0,0.1609344,2.313432,20.7
13-12-2019 03:20,11.1155536564522,0,0.3218688,0.7845552,20.6
13-12-2019 03:30,10.9141130509095,0,0.301752,2.5347168,20.6
13-12-2019 03:40,10.722744475644,0,0.5632704,2.4944832,20.5
13-12-2019 03:50,10.6220241728727,0,0.3419856,0,20.5
13-12-2019 04:00,10.6723843242583,0,0,0,20.4
13-12-2019 04:10,10.7630325967525,0,0,0,20.4
13-12-2019 04:20,10.8335368086925,0,0,0,20.3
13-12-2019 04:30,10.9040410206324,0,0,0,20.3
13-12-2019 04:40,10.8637528995239,0,0,0,20.2
13-12-2019 04:50,10.7731046270297,0,0,0,20.2
13-12-2019 05:00,10.7932486875839,0,0,0,20.2
13-12-2019 05:10,10.8838969600781,0,0.0201168,0.4425696,20.1
13-12-2019 05:20,11.0349774142351,0,0,0,20.1
13-12-2019 05:30,11.175985838115,0,0.8449056,2.0519136,20
13-12-2019 05:40,11.3673544133805,0,0,0,20
13-12-2019 05:50,11.5587229886461,0,0.1408176,1.4886432,20
13-12-2019 06:00,11.7903796850201,0,0.1609344,2.212848,19.9
13-12-2019 06:10,11.7903796850201,0,0,0,19.9
13-12-2019 06:20,11.6997314125259,0,0,0,19.9
13-12-2019 06:30,11.6493712611403,0,0.1408176,0.2212848,19.8
13-12-2019 06:40,11.8910999877915,0,0.5431536,1.810512,19.8
13-12-2019 06:50,12.2234769869369,0,0.7242048,3.2589216,19.8
13-12-2019 07:00,12.5558539860823,0,1.8306288,3.8825424,19.7
13-12-2019 07:10,12.8983030155048,0,1.50876,3.2589216,19.7
13-12-2019 07:20,13.2810401660359,0,1.8306288,4.4659296,19.7
13-12-2019 07:30,13.9961543157124,0,3.0979872,3.922776,19.6
13-12-2019 07:40,14.9026370406544,0,5.0292,11.6476272,19.6
13-12-2019 07:50,15.5976071297766,0,4.4458128,8.9922096,19.6
13-12-2019 08:00,16.232145037236,0,6.4776096,13.7397744,19.5
13-12-2019 08:10,16.5141618849957,0,5.632704,12.6534672,19.5
13-12-2019 08:20,17.1688438530094,0,6.6988944,14.8663152,19.5
13-12-2019 08:30,17.8537419118545,0,7.4834496,17.4613824,19.5
13-12-2019 08:40,18.5587840312538,0,6.7592448,13.6995408,19.5
13-12-2019 08:50,18.6595043340252,0,9.3341952,24.441912,19.5
13-12-2019 09:00,19.0825296056647,0,8.7105744,20.217384,19.5
13-12-2019 09:10,19.5156269075815,0,10.8228384,24.4016784,19.5
13-12-2019 09:20,19.9890123306068,0,10.3400352,26.9162784,19.5
13-12-2019 09:30,20.3415333903064,0,12.271248,24.6631968,19.5
13-12-2019 09:40,20.613478207789,0,13.1966208,27.6606,19.5
13-12-2019 09:50,20.8954950555488,0,12.7540512,26.0914896,19.5
13-12-2019 10:00,21.1976559638628,0,12.3315984,27.2180304,19.5
13-12-2019 10:10,21.1372237822,0,14.0616432,29.1492432,19.5
13-12-2019 10:20,21.2278720546942,0,12.7138176,27.9020016,19.6
13-12-2019 10:30,21.6811134171652,0,11.466576,22.7118672,19.6
13-12-2019 10:40,21.6811134171652,0,14.2024608,26.5742928,19.6
13-12-2019 10:50,21.8825540227078,0,13.1362704,27.5801328,19.6
13-12-2019 11:00,21.9933463557563,0,16.1537904,35.3653344,19.7
13-12-2019 11:10,22.1544988401905,0,15.9325056,33.6151728,19.7
13-12-2019 11:20,22.275363203516,0,16.3750752,31.8247776,19.8
13-12-2019 11:30,22.6178122329386,0,14.685264,30.3361344,19.8
13-12-2019 11:40,22.7588206568185,0,14.5243296,31.5029088,19.9
13-12-2019 11:50,22.9300451715297,0,15.0071328,29.67228,19.9
13-12-2019 12:00,23.0106214137468,0,15.1680672,30.2355504,20
13-12-2019 12:10,23.3127823220608,0,13.5184896,34.9831152,20
13-12-2019 12:20,23.4235746551093,0,14.6450304,38.1615696,20.1
13-12-2019 12:30,23.6451593212062,0,14.6047968,35.5262688,20.2
13-12-2019 12:40,23.7962397753632,0,15.8319216,35.4458016,20.2
13-12-2019 12:50,23.9372481992431,0,14.785848,32.9513184,20.3
13-12-2019 13:00,24.4005615919912,0,11.5470432,31.1005728,20.3
13-12-2019 13:10,24.6221462580881,0,12.0499632,32.086296,20.4
13-12-2019 13:20,24.763154681968,0,12.0298464,27.3186144,20.5
13-12-2019 13:30,24.9746673177878,0,10.5009696,26.9766288,20.5
13-12-2019 13:40,25.1660358930534,0,12.4120656,30.9396384,20.6
13-12-2019 13:50,25.4178366499817,0,12.2108976,35.1239328,20.6
13-12-2019 14:00,25.5487730435844,0,12.1907808,28.9480752,20.7
13-12-2019 14:10,25.66963740691,0,13.4380224,31.7040768,20.7
13-12-2019 14:20,25.7502136491271,0,11.365992,21.7864944,20.8
13-12-2019 14:30,26.042302527164,0,11.2452912,30.2154336,20.8
13-12-2019 14:40,26.1329507996582,0,14.3030448,37.1959632,20.9
13-12-2019 14:50,26.3646074960322,0,13.4380224,28.5859728,20.9
13-12-2019 15:00,26.5962641924063,0,13.5386064,38.6644896,21
13-12-2019 15:10,26.7775607373947,0,13.679424,31.885128,21
13-12-2019 15:20,26.9084971309974,0,14.282928,30.5976528,21.1
13-12-2019 15:30,27.1401538273715,0,12.874752,28.867608,21.1
13-12-2019 15:40,28.3890855817361,0,14.987016,41.8630608,21.2
13-12-2019 15:50,28.2984373092418,0,17.0590464,35.4659184,21.2
13-12-2019 16:00,28.5200219753388,0,13.9007088,27.4795488,21.3
13-12-2019 16:10,28.5703821267244,0,15.4698192,32.0058288,21.3
13-12-2019 16:20,28.6308143083873,0,15.2284176,31.080456,21.4
13-12-2019 16:30,28.7516786717128,0,14.6651472,33.2530704,21.4
13-12-2019 16:40,28.8423269442071,0,13.2167376,32.8105008,21.4
13-12-2019 16:50,29.0336955194726,0,11.7482112,28.364688,21.5
13-12-2019 17:00,29.1646319130753,0,11.9493792,30.67812,21.5
13-12-2019 17:10,29.0336955194726,0,14.1421104,31.985712,21.6
13-12-2019 17:20,29.0739836405811,0,13.4380224,31.4224416,21.6
13-12-2019 17:30,29.2351361250153,0,11.1447072,28.7871408,21.6
13-12-2019 17:40,29.144487852521,0,15.0071328,31.3620912,21.7
13-12-2019 17:50,28.9833353680869,0,13.8202416,30.9195216,21.7
13-12-2019 18:00,28.69124649005,0,13.478256,32.488632,21.7
13-12-2019 18:10,28.4293737028446,0,13.679424,35.2245168,21.7
13-12-2019 18:20,28.1977170064705,0,13.6391904,30.8390544,21.7
13-12-2019 18:30,28.0466365523135,0,12.0499632,30.1752,21.7
13-12-2019 18:40,27.935844219265,0,10.9837728,24.9247152,21.7
13-12-2019 18:50,27.6638994017824,0,11.466576,25.5282192,21.7
13-12-2019 19:00,27.3919545842998,0,11.6878608,27.5801328,21.7
13-12-2019 19:10,27.0495055548773,0,12.2108976,25.0051824,21.7
13-12-2019 19:20,26.7372726162862,0,12.2511312,26.7754608,21.7
13-12-2019 19:30,26.4149676474179,0,12.9954528,29.0084256,21.7
13-12-2019 19:40,26.0624465877182,0,11.9493792,26.956512,21.7
13-12-2019 19:50,25.7199975582957,0,10.3400352,28.1434032,21.7
13-12-2019 20:00,25.2969722866561,0,9.5755968,24.7838976,21.7
13-12-2019 20:10,24.7732267122451,0,9.5755968,20.4587856,21.6
13-12-2019 20:20,24.2293370772799,0,9.8371152,20.8611216,21.6
13-12-2019 20:30,23.7458796239775,0,8.8312752,19.1713104,21.6
13-12-2019 20:40,23.3329263826151,0,6.6988944,14.1219936,21.6
13-12-2019 20:50,22.9602612623611,0,6.4172592,16.2744912,21.6
13-12-2019 21:00,22.6178122329386,0,6.5178432,15.3491184,21.5
13-12-2019 21:10,22.3357953851789,0,6.7793616,14.9266656,21.5
13-12-2019 21:20,22.1544988401905,0,4.727448,10.8228384,21.5
13-12-2019 21:30,21.9228421438164,0,4.8883824,10.3199184,21.5
13-12-2019 21:40,21.741545598828,0,3.01752,7.242048,21.5
13-12-2019 21:50,21.6106092052252,0,2.4944832,7.9662528,21.5
13-12-2019 22:00,21.439384690514,0,2.715768,5.7735216,21.4
13-12-2019 22:10,21.3084482969112,0,1.810512,2.8767024,21.4
13-12-2019 22:20,20.9458552069344,0,3.2589216,6.135624,21.4
13-12-2019 22:30,20.7141985105604,0,1.3277088,2.7962352,21.4
13-12-2019 22:40,20.4321816628006,0,0.50292,2.5146,21.3
13-12-2019 22:50,19.9587962397754,0,1.7903952,3.0778704,21.3
13-12-2019 23:00,19.4854108167501,0,0.704088,2.01168,21.3
13-12-2019 23:10,19.2839702112074,0,0.9656064,0,21.3
13-12-2019 23:20,19.2336100598218,0,0.7443216,3.1784544,21.2
13-12-2019 23:30,19.2839702112074,0,1.2472416,4.2446448,21.2
13-12-2019 23:40,19.5055548773044,0,1.7903952,3.721608,21.2
13-12-2019 23:50,19.6566353314614,0,0.0402336,0.2212848,21.2
14-12-2019 00:00,19.7674276645098,0,0.0201168,0,21.1
14-12-2019 00:10,19.8480039067269,0,0,0,21.1
14-12-2019 00:20,19.9386521792211,0,0,0,21.1
14-12-2019 00:30,20.0192284214382,0,0,0,21.1
14-12-2019 00:40,20.0393724819924,0,0.0603504,1.5691104,21.1
14-12-2019 00:50,20.079660603101,0,1.4484096,3.8624256,21
14-12-2019 01:00,20.2105969967037,0,0.0201168,0.8247888,21
14-12-2019 01:10,20.311317299475,0,0,0,21
14-12-2019 01:20,20.3616774508607,0,0,0,21
14-12-2019 01:30,20.2710291783665,0,0,0,21
14-12-2019 01:40,20.1803809058723,0,0,0,21
14-12-2019 01:50,20.1400927847638,0,0,0,21
14-12-2019 02:00,20.1501648150409,0,0,0,20.9
14-12-2019 02:10,20.1703088755952,0,0,0,20.9
14-12-2019 02:20,20.1703088755952,0,0,0,20.9
14-12-2019 02:30,20.1904529361494,0,0,0,20.9
14-12-2019 02:40,20.1904529361494,0,0,0,20.9
14-12-2019 02:50,20.1803809058723,0,1.00584,3.7819584,20.9
14-12-2019 03:00,20.2206690269808,0,2.5146,4.4055792,20.9
14-12-2019 03:10,20.3213893297522,0,3.1382208,6.135624,20.9
14-12-2019 03:20,20.4221096325235,0,4.2647616,9.5957136,20.9
14-12-2019 03:30,20.462397753632,0,3.5003232,6.4574928,20.9
14-12-2019 03:40,20.5228299352948,0,3.9831264,7.744968,20.8
14-12-2019 03:50,20.5731900866805,0,3.6411408,8.3887056,20.9
14-12-2019 04:00,20.5933341472348,0,4.2446448,6.3971424,20.9
14-12-2019 04:10,20.6638383591747,0,5.3108352,12.3919488,20.8
14-12-2019 04:20,20.7544866316689,0,4.2647616,10.7423712,20.8
14-12-2019 04:30,20.8048467830546,0,5.0895504,15.188184,20.8
14-12-2019 04:40,20.8149188133317,0,6.0953904,12.8144016,20.8
14-12-2019 04:50,20.7746306922232,0,5.330952,13.8604752,20.8
14-12-2019 05:00,20.8048467830546,0,7.2018144,15.2686512,20.8
14-12-2019 05:10,20.8854230252716,0,6.940296,19.0304928,20.8
14-12-2019 05:20,20.915639116103,0,6.638544,13.07592,20.8
14-12-2019 05:30,20.915639116103,0,5.632704,13.5587232,20.8
14-12-2019 05:40,20.915639116103,0,5.3510688,11.06424,20.8
14-12-2019 05:50,20.9458552069344,0,5.1901344,11.2855248,20.8
14-12-2019 06:00,20.915639116103,0,4.6670976,8.4289392,20.8
14-12-2019 06:10,20.8854230252716,0,4.5463968,11.265408,20.8
14-12-2019 06:20,20.9458552069344,0,5.2102512,10.963656,20.8
14-12-2019 06:30,21.0163594188744,0,4.828032,10.9837728,20.8
14-12-2019 06:40,21.0969356610914,0,4.9487328,10.4003856,20.7
14-12-2019 06:50,21.217800024417,0,6.135624,13.6593072,20.8
14-12-2019 07:00,21.3487364180198,0,5.3108352,10.8228384,20.7
14-12-2019 07:10,21.4696007813454,0,4.8883824,9.4347792,20.7
14-12-2019 07:20,21.6005371749481,0,4.6670976,9.6962976,20.7
14-12-2019 07:30,21.7314735685509,0,3.8423088,7.9863696,20.7
14-12-2019 07:40,21.8523379318764,0,3.822192,7.6645008,20.7
14-12-2019 07:50,21.9933463557563,0,3.4399728,6.2965584,20.7
14-12-2019 08:00,22.275363203516,0,4.2446448,9.6962976,20.7
14-12-2019 08:10,22.6379562934929,0,5.3913024,13.0558032,20.7
14-12-2019 08:20,22.9602612623611,0,5.934456,12.5528832,20.7
14-12-2019 08:30,23.3631424734465,0,7.141464,13.4581392,20.7
14-12-2019 08:40,23.856671957026,0,7.5840336,17.5418496,20.7
14-12-2019 08:50,24.2192650470028,0,11.6275104,26.2121904,20.7
14-12-2019 09:00,24.7732267122451,0,8.3887056,25.3270512,20.7
14-12-2019 09:10,25.0350994994506,0,9.6158304,20.4789024,20.7
14-12-2019 09:20,25.4279086802588,0,9.4146624,22.4101152,20.7
14-12-2019 09:30,25.7905017702356,0,8.8916256,21.7864944,20.8
14-12-2019 09:40,25.971798315224,0,11.1245904,23.938992,20.8
14-12-2019 09:50,26.193382981321,0,10.259568,23.0739696,20.8
14-12-2019 10:00,26.4351117079722,0,8.951976,19.9558656,20.8
14-12-2019 10:10,26.5056159199121,0,8.9922096,20.6398368,20.8
14-12-2019 10:20,26.3847515565865,0,8.4691728,19.2517776,20.9
14-12-2019 10:30,26.2538151629838,0,8.851392,19.0707264,20.9
14-12-2019 10:40,26.193382981321,0,9.6359472,20.820888,20.9
14-12-2019 10:50,26.9084971309974,0,9.5755968,21.223224,21
14-12-2019 11:00,27.402026614577,0,10.661904,22.4503488,21
14-12-2019 11:10,28.1171407642534,0,9.3341952,23.6573568,21
14-12-2019 11:20,28.0969967036992,0,9.7767648,20.6398368,21.1
14-12-2019 11:30,28.5300940056159,0,9.5755968,23.1745536,21.1
14-12-2019 11:40,28.610670247833,0,8.1271872,18.9500256,21.1
14-12-2019 11:50,28.76175070199,0,10.1187504,20.217384,21.2
14-12-2019 12:00,28.9229031864241,0,11.1849408,28.2842208,21.3
14-12-2019 12:10,29.1747039433525,0,9.55548,23.6573568,21.3
14-12-2019 12:20,29.1948480039067,0,10.661904,26.1317232,21.4
14-12-2019 12:30,29.5473690636064,0,8.04672,20.7404208,21.5
14-12-2019 12:40,29.8898180930289,0,8.4088224,18.4672224,21.5
14-12-2019 12:50,30.2524111830057,0,8.8916256,22.0480128,21.6
14-12-2019 13:00,30.4840678793798,0,8.1875376,21.9876624,21.7
14-12-2019 13:10,30.6552923940911,0,7.744968,14.3231616,21.7
14-12-2019 13:20,31.027957514345,0,6.437376,19.5334128,21.8
14-12-2019 13:30,31.2797582712734,0,7.644384,15.0876,21.9
14-12-2019 13:40,31.5919912098645,0,7.9260192,18.8695584,22
14-12-2019 13:50,31.7732877548529,0,7.4633328,23.4561888,22.1
14-12-2019 14:00,31.6020632401416,0,10.0382832,25.8299712,22.1
14-12-2019 14:10,31.1286778171163,0,8.3082384,21.0824064,22.2
14-12-2019 14:20,30.9171651812965,0,7.2219312,16.696944,22.3
14-12-2019 14:30,30.6754364546453,0,8.6703408,21.4445088,22.3
14-12-2019 14:40,30.2020510316201,0,7.3225152,16.2744912,22.4
14-12-2019 14:50,30.5344280307655,0,7.5236832,19.312128,22.4
14-12-2019 15:00,30.6452203638139,0,8.1674208,19.714464,22.5
14-12-2019 15:10,30.574716151874,0,11.164824,32.2673472,22.6
14-12-2019 15:20,30.6855084849225,0,13.4983728,33.5749392,22.6
14-12-2019 15:30,30.7660847271395,0,12.170664,28.767024,22.7
14-12-2019 15:40,30.8466609693566,0,10.762488,23.0940864,22.7
14-12-2019 15:50,30.7560126968624,0,11.1447072,21.2433408,22.7
14-12-2019 16:00,30.7660847271395,0,9.253728,21.3841584,22.8
14-12-2019 16:10,30.7761567574167,0,10.5210864,25.850088,22.8
14-12-2019 16:20,30.9373092418508,0,10.8429552,32.2472304,22.9
14-12-2019 16:30,30.6452203638139,0,10.5814368,27.861768,22.9
14-12-2019 16:40,30.4135636674399,0,10.9837728,27.1375632,23
14-12-2019 16:50,29.8092418508119,0,13.0356864,29.370528,23
14-12-2019 17:00,29.1243437919668,0,11.667744,26.6949936,23.1
14-12-2019 17:10,28.5300940056159,0,12.7138176,30.275784,23.1
14-12-2019 17:20,28.2782932486876,0,13.478256,28.4451552,23.1
14-12-2019 17:30,28.4495177633989,0,11.1447072,30.67812,23.1
14-12-2019 17:40,28.6408863386644,0,9.2738448,27.358848,23.2
14-12-2019 17:50,28.0768526431449,0,11.3257584,28.5256224,23.2
14-12-2019 18:00,27.3113783420828,0,9.9175824,21.1025232,23.2
14-12-2019 18:10,26.7372726162862,0,7.6041504,20.4386688,23.2
14-12-2019 18:20,26.5156879501892,0,6.6988944,14.685264,23.2
14-12-2019 18:30,26.4351117079722,0,7.0006464,16.0733232,23.2
14-12-2019 18:40,26.1732389207667,0,8.147304,9.2336112,23.2
14-12-2019 18:50,25.7300695885728,0,9.2939616,19.5937632,23.2
14-12-2019 19:00,25.4178366499817,0,7.4029824,16.898112,23.2
14-12-2019 19:10,25.1861799536076,0,8.0266032,13.679424,23.2
14-12-2019 19:20,24.9948113783421,0,6.1557408,13.9610592,23.2
14-12-2019 19:30,24.7430106214137,0,7.7248512,20.1771504,23.2
14-12-2019 19:40,24.4710658039311,0,8.0869536,19.6943472,23.2
14-12-2019 19:50,24.0581125625687,0,8.7105744,20.5996032,23.1
14-12-2019 20:00,23.6451593212062,0,5.833872,15.3088848,23.2
14-12-2019 20:10,23.3127823220608,0,4.6067472,12.4522992,23.1
14-12-2019 20:20,23.0106214137468,0,4.3653456,10.2796848,23.1
14-12-2019 20:30,22.7386765962642,0,4.8883824,8.2680048,23.1
14-12-2019 20:40,22.4868758393359,0,4.8481488,11.3861088,23.1
14-12-2019 20:50,22.3357953851789,0,4.7475648,14.282928,23.1
14-12-2019 21:00,22.2149310218532,0,6.5178432,16.4153088,23
14-12-2019 21:10,22.0839946282505,0,4.626864,11.0038896,23
14-12-2019 21:20,21.9631302649249,0,4.9889664,0,23
14-12-2019 21:30,21.7919057502136,0,6.3166752,14.6450304,23
14-12-2019 21:40,21.6508973263338,0,8.1070704,18.5678064,22.9
14-12-2019 21:50,21.5501770235625,0,5.0694336,8.9117424,22.9
14-12-2019 22:00,21.4293126602368,0,7.0811136,14.1622272,22.9
14-12-2019 22:10,21.2983762666341,0,6.940296,17.199864,22.9
14-12-2019 22:20,21.1775119033085,0,5.8137552,7.0006464,22.8
14-12-2019 22:30,21.1271517519228,0,4.4860464,8.750808,22.8
14-12-2019 22:40,21.0767916005372,0,4.8682656,10.4003856,22.8
14-12-2019 22:50,21.0465755097058,0,6.3971424,12.5126496,22.8
14-12-2019 23:00,21.0566475399829,0,4.6469808,10.0181664,22.7
14-12-2019 23:10,21.0465755097058,0,3.6411408,10.9837728,22.7
14-12-2019 23:20,21.0465755097058,0,2.3737824,8.1875376,22.7
14-12-2019 23:30,21.06671957026,0,6.3971424,16.797528,22.7
14-12-2019 23:40,21.0163594188744,0,10.56132,20.5593696,22.7
14-12-2019 23:50,20.8048467830546,0,14.1421104,28.9279584,22.6
15-12-2019 00:00,20.0192284214382,1,16.4756592,32.8105008,22.6
15-12-2019 00:10,19.0120253937248,1,17.7832512,41.7222432,22.6
15-12-2019 00:20,18.347271395434,10.8,14.3432784,29.0084256,22.5
15-12-2019 00:30,17.6825173971432,4.6,11.667744,29.0888928,22.5
15-12-2019 00:40,17.3501403979978,0.2,10.6417872,24.9045984,22.5
15-12-2019 00:50,17.2393480649493,0,7.9059024,13.1966208,22.4
15-12-2019 01:00,17.2192040043951,0,1.7501616,5.7534048,22.3
15-12-2019 01:10,17.2192040043951,0,2.6956512,8.0869536,22.3
15-12-2019 01:20,17.3299963374435,0,2.7962352,5.53212,22.2
15-12-2019 01:30,17.4307166402149,0,2.8565856,6.4172592,22.1
15-12-2019 01:40,17.5415089732633,0,3.1985712,7.1012304,22.1
15-12-2019 01:50,17.6523013063118,0,4.7073312,12.1304304,22
15-12-2019 02:00,17.8335978513002,0,11.4062256,22.430232,21.9
15-12-2019 02:10,17.8537419118545,0.8,9.6158304,23.0739696,21.9
15-12-2019 02:20,17.8033817604688,0.2,5.5924704,10.8027216,21.8
15-12-2019 02:30,17.7630936393603,0,5.0090832,12.874752,21.8
15-12-2019 02:40,17.7026614576975,0.2,7.9059024,16.194024,21.8
15-12-2019 02:50,17.6321572457575,0.2,7.7852016,20.9415888,21.7
15-12-2019 03:00,17.5515810035405,0.2,8.6099904,15.9325056,21.7
15-12-2019 03:10,17.5012208521548,0,3.7014912,13.3374384,21.6
15-12-2019 03:20,17.4508607007691,0.2,6.336792,11.4263424,21.6
15-12-2019 03:30,17.4005005493835,0.2,6.5178432,12.874752,21.6
15-12-2019 03:40,17.440788670492,0.4,5.0292,13.2972048,21.5
15-12-2019 03:50,17.4911488218777,0.8,5.1700176,12.4522992,21.5
15-12-2019 04:00,17.5112928824319,0.6,2.3737824,5.5120032,21.4
15-12-2019 04:10,17.440788670492,0.8,5.6930544,11.7079776,21.4
15-12-2019 04:20,17.4005005493835,0.6,7.3225152,14.886432,21.4
15-12-2019 04:30,17.3702844585521,0.4,4.5665136,11.3861088,21.3
15-12-2019 04:40,17.3501403979978,0.6,3.0577536,7.5236832,21.3
15-12-2019 04:50,17.2997802466121,0.6,6.5580768,12.2108976,21.2
15-12-2019 05:00,17.2091319741179,0.4,5.9948064,14.685264,21.2
15-12-2019 05:10,17.138627762178,0,8.2881216,24.3815616,21.2
15-12-2019 05:20,17.0983396410695,0,10.5814368,25.9305552,21.1
15-12-2019 05:30,17.1688438530094,0,15.3491184,34.4198448,21.1
15-12-2019 05:40,17.1990599438408,0,11.7079776,22.6515168,21.1
15-12-2019 05:50,17.138627762178,0,10.7021376,25.749504,21.1
15-12-2019 06:00,17.0479794896838,0,7.443216,14.9668992,21
15-12-2019 06:10,16.9674032474667,0,7.5438,14.4639792,21
15-12-2019 06:20,16.8868270052497,0,6.2160912,12.3315984,21
15-12-2019 06:30,16.9170430960811,0,6.940296,14.4639792,21
15-12-2019 06:40,16.9371871566353,0,4.9084992,12.4522992,21
15-12-2019 06:50,16.9976193382981,0,5.53212,11.9493792,20.9
15-12-2019 07:00,17.1084116713466,0,5.9948064,13.3977888,20.9
15-12-2019 07:10,17.289708216335,0,7.3225152,15.59052,20.9
15-12-2019 07:20,17.4307166402149,0,9.5353632,18.9299088,20.9
15-12-2019 07:30,17.5817970943719,0,10.3199184,18.8896752,20.8
15-12-2019 07:40,17.8436698815773,0,7.9662528,16.6567104,20.8
15-12-2019 07:50,18.2264070321084,0,7.342632,13.3374384,20.8
15-12-2019 08:00,18.568856061531,0,7.5840336,15.5100528,20.8
15-12-2019 08:10,18.9415211817849,0,9.4750128,20.2576176,20.8
15-12-2019 08:20,19.5156269075815,0,9.05256,20.8611216,20.7
15-12-2019 08:30,20.1199487242095,0,10.5210864,22.8526848,20.7
15-12-2019 08:40,20.5127579050177,0,11.3458752,27.3186144,20.7
15-12-2019 08:50,20.8149188133317,0,11.8890288,21.6859104,20.7
15-12-2019 09:00,21.2278720546942,0,11.7280944,21.927312,20.7
15-12-2019 09:10,21.4897448418996,0,13.7598912,29.9941488,20.7
15-12-2019 09:20,21.7314735685509,0,12.9954528,25.850088,20.7
15-12-2019 09:30,21.9530582346478,0,11.5269264,24.64308,20.7
15-12-2019 09:40,22.1343547796362,0,12.975336,24.9850656,20.7
15-12-2019 09:50,22.5976681723843,0,12.673584,23.1745536,20.7
15-12-2019 10:00,23.0206934440239,0,12.7339344,24.9649488,20.7
15-12-2019 10:10,23.5142229276035,0,12.573,24.0798096,20.7
15-12-2019 10:20,23.8868880478574,0,12.6937008,22.9935024,20.7
15-12-2019 10:30,24.2796972286656,0,13.3575552,29.2900608,20.8
15-12-2019 10:40,24.612074227811,0,12.7138176,25.246584,20.8
15-12-2019 10:50,24.8739470150165,0,11.7884448,21.3036912,20.8
15-12-2019 11:00,25.2667561958247,0,11.2050576,22.4101152,20.9
15-12-2019 11:10,25.5387010133073,0,11.868912,23.6171232,20.9
15-12-2019 11:20,25.8106458307899,0,11.969496,22.2491808,20.9
15-12-2019 11:30,25.971798315224,0,12.271248,21.927312,21
15-12-2019 11:40,26.1128067391039,0,14.1018768,29.7527472,21
15-12-2019 11:50,26.2941032840923,0,12.0097296,27.4191984,21.1
15-12-2019 12:00,26.5559760712978,0,10.9837728,21.1427568,21.1
15-12-2019 12:10,26.7473446465633,0,11.2452912,23.0739696,21.2
15-12-2019 12:20,26.8581369796118,0,12.7540512,28.0830528,21.3
15-12-2019 12:30,27.0595775851544,0,10.7826048,28.6060896,21.3
15-12-2019 12:40,27.029361494323,0,11.265408,23.2952544,21.4
15-12-2019 12:50,27.1703699182029,0,11.9896128,24.5223792,21.4
15-12-2019 13:00,27.331522402637,0,11.4866928,20.9818224,21.5
15-12-2019 13:10,27.2912342815285,0,11.365992,24.6833136,21.6
15-12-2019 13:20,27.2408741301428,0,12.2913648,25.8098544,21.6
15-12-2019 13:30,27.4322427054084,0,11.3056416,25.3270512,21.7
15-12-2019 13:40,27.5933951898425,0,12.1505472,28.7469072,21.7
15-12-2019 13:50,27.5228909779026,0,10.9435392,23.737824,21.8
15-12-2019 14:00,27.4523867659626,0,9.756648,23.6573568,21.8
15-12-2019 14:10,27.099865706263,0,7.7047344,19.815048,21.8
15-12-2019 14:20,27.1602978879258,0,9.5755968,19.2316608,21.9
15-12-2019 14:30,27.6538273715053,0,8.1070704,21.726144,22
15-12-2019 14:40,27.9761323403736,0,10.661904,19.4730624,22
15-12-2019 14:50,28.157428885362,0,11.1245904,27.4996656,22
15-12-2019 15:00,28.0667806128678,0,9.5957136,22.7722176,22.1
15-12-2019 15:10,28.2682212184104,0,11.868912,23.9792256,22.1
15-12-2019 15:20,28.4797338542303,0,10.2998016,20.8611216,22.1
15-12-2019 15:30,28.6711024294958,0,9.8974656,21.1025232,22.2
15-12-2019 15:40,28.69124649005,0,10.158984,20.6599536,22.2
15-12-2019 15:50,28.8523989744842,0,8.8111584,18.6885072,22.3
15-12-2019 16:00,28.9531192772555,0,9.1732608,19.3724784,22.3
15-12-2019 16:10,28.9732633378098,0,8.9720928,27.3990816,22.3
15-12-2019 16:20,28.9430472469784,0,10.7423712,21.9876624,22.4
